pre_mirna_fk	tx_id	tx_biotype	in_intron	in_exon	is_outside	exon_id	gene_id
797	ENSESTT00000072214	protein_coding	2	0	0		ENSESTG00000028682
797	ENSESTT00000072227	protein_coding	2	0	0		ENSESTG00000028682
797	ENSESTT00000072244	protein_coding	2	0	0		ENSESTG00000028682
797	ENSESTT00000072251	protein_coding	2	0	0		ENSESTG00000028682
797	NM_004207.3	protein_coding	2	0	0		9123
797	ENSESTT00000072267	protein_coding	2	0	0		ENSESTG00000028682
797	NM_001042423.2	protein_coding	2	0	0		9123
797	ENSESTT00000072279	protein_coding	2	0	0		ENSESTG00000028682
797	NM_001206951.1	protein_coding	2	0	0		9123
797	ENSESTT00000072283	protein_coding	2	0	0		ENSESTG00000028682
797	ENSESTT00000072295	protein_coding	2	0	0		ENSESTG00000028682
797	ENSESTT00000072308	protein_coding	2	0	0		ENSESTG00000028682
797	NM_001206952.1	protein_coding	2	0	0		9123
797	CCDS11804.1	protein_coding	1	0	0		CCDS11804.1
798	NM_006822.2	protein_coding	1	0	0		10966
798	XM_005256334.1	protein_coding	1	0	0		10966
798	CCDS11816.1	protein_coding	1	0	0		CCDS11816.1
798	ENSESTT00000028577	protein_coding	1	0	0		ENSESTG00000011379
798	ENSESTT00000028580	protein_coding	1	0	0		ENSESTG00000011379
798	ENSESTT00000028583	protein_coding	1	0	0		ENSESTG00000011379
798	XM_005256335.1	protein_coding	1	0	0		10966
798	NR_039751.1	misc_RNA	0	1	0	NR_039751.1.1	100616196
800	ENSESTT00000034147	protein_coding	2	0	0		ENSESTG00000013647
800	NR_038895.1	misc_RNA	1	0	0		201477
801	NR_039772.1	misc_RNA	0	1	0	NR_039772.1.1	100616244
802	XM_005258166.1	protein_coding	1	0	0		91133
802	NM_173464.3	protein_coding	1	0	0		91133
802	XM_005258167.1	protein_coding	1	0	0		91133
802	ENSESTT00000031598	protein_coding	1	0	0		ENSESTG00000012577
802	XM_005258169.1	protein_coding	1	0	0		91133
802	XM_005258168.1	protein_coding	1	0	0		91133
802	XM_005258170.1	protein_coding	1	0	0		91133
802	ENSESTT00000031603	protein_coding	1	0	0		ENSESTG00000012577
802	ENSESTT00000031601	protein_coding	1	0	0		ENSESTG00000012577
802	ENSESTT00000031531	protein_coding	1	0	0		ENSESTG00000012561
802	NR_036205.1	misc_RNA	0	1	0	NR_036205.1.1	100422840
803	NM_022068.2	protein_coding	23	0	0		63895
803	ENSESTT00000057175	protein_coding	4	0	0		ENSESTG00000022665
803	ENSESTT00000057347	protein_coding	3	0	0		ENSESTG00000022741
805	ENSESTT00000063406	protein_coding	4	0	0		ENSESTG00000025132
805	ENSESTT00000063419	protein_coding	4	0	0		ENSESTG00000025132
805	NM_181482.4	protein_coding	4	0	0		753
805	XM_005258140.1	protein_coding	4	0	0		753
805	ENSESTT00000063448	protein_coding	4	0	0		ENSESTG00000025132
805	NM_181481.4	protein_coding	3	0	0		753
805	ENSESTT00000063456	protein_coding	3	0	0		ENSESTG00000025132
805	CCDS32793.1	protein_coding	2	0	0		CCDS32793.1
805	CCDS32794.1	protein_coding	2	0	0		CCDS32794.1
805	NR_049822.1	misc_RNA	0	1	0	NR_049822.1.1	100847080
806	ENSESTT00000063406	protein_coding	4	0	0		ENSESTG00000025132
806	ENSESTT00000063419	protein_coding	4	0	0		ENSESTG00000025132
806	NM_181482.4	protein_coding	4	0	0		753
806	XM_005258140.1	protein_coding	4	0	0		753
806	ENSESTT00000063448	protein_coding	4	0	0		ENSESTG00000025132
806	NM_181481.4	protein_coding	3	0	0		753
806	ENSESTT00000063456	protein_coding	3	0	0		ENSESTG00000025132
806	CCDS32793.1	protein_coding	2	0	0		CCDS32793.1
806	CCDS32794.1	protein_coding	2	0	0		CCDS32794.1
806	ENSESTT00000063490	protein_coding	3	0	0		ENSESTG00000025132
806	ENSESTT00000063502	protein_coding	3	0	0		ENSESTG00000025132
806	ENSESTT00000063519	protein_coding	2	0	0		ENSESTG00000025132
806	ENSESTT00000063535	protein_coding	2	0	0		ENSESTG00000025132
806	NR_039752.1	misc_RNA	0	1	0	NR_039752.1.1	100616130
807	NM_001145029.1	protein_coding	27	0	0		374860
807	CCDS54182.1	protein_coding	27	0	0		CCDS54182.1
807	NR_036153.1	misc_RNA	0	1	0	NR_036153.1.1	100422907
808	NR_031565.1	misc_RNA	0	1	0	NR_031565.1.1	100302135
809	ENSESTT00000015474	protein_coding	3	0	0		ENSESTG00000006145
809	NR_029675.1	misc_RNA	0	1	0	NR_029675.1.1	406922
810	ENSESTT00000015474	protein_coding	3	0	0		ENSESTG00000006145
810	NR_029662.1	misc_RNA	0	1	0	NR_029662.1.1	406905
811	ENSESTT00000085884	protein_coding	1	0	0		ENSESTG00000033971
811	ENSESTT00000085894	protein_coding	1	0	0		ENSESTG00000033971
811	ENSESTT00000085900	protein_coding	2	0	0		ENSESTG00000033971
811	NM_002894.2	protein_coding	0	1	0	NM_002894.2.1	5932
811	NR_039895.1	misc_RNA	0	1	0	NR_039895.1.1	100616139
811	ENSESTT00000085918	protein_coding	0	1	1	ENSESTE00000290056	ENSESTG00000033971
811	XM_005258325.1	protein_coding	0	1	1	XM_005258325.1.1	5932
812	NR_031724.1	misc_RNA	0	1	0	NR_031724.1.1	100302195
813	NM_001258222.1	protein_coding	1	0	0		284252
813	NM_198991.3	protein_coding	2	0	0		284252
813	ENSESTT00000013677	protein_coding	1	0	0		ENSESTG00000005380
814	NR_031684.1	misc_RNA	0	1	0	NR_031684.1.1	100302131
815	NR_039771.1	misc_RNA	0	1	0	NR_039771.1.1	100616257
816	NR_029616.1	misc_RNA	0	1	0	NR_029616.1.1	406963
817	NR_037497.1	misc_RNA	0	1	0	NR_037497.1.1	100500864
818	NR_036202.1	misc_RNA	0	1	0	NR_036202.1.1	100422857
819	NR_024391.1	misc_RNA	2	0	0		647946
819	ENSESTT00000049765	protein_coding	3	0	0		ENSESTG00000019845
819	NR_030628.1	misc_RNA	0	1	0	NR_030628.1.1	100126323
820	NR_024391.1	misc_RNA	2	0	0		647946
820	ENSESTT00000049765	protein_coding	3	0	0		ENSESTG00000019845
820	NR_049848.1	misc_RNA	0	1	0	NR_049848.1.1	100846997
821	NR_049847.1	misc_RNA	0	1	0	NR_049847.1.1	100847025
822	NR_036203.1	misc_RNA	0	1	0	NR_036203.1.1	100422829
823	NR_039753.1	misc_RNA	0	1	0	NR_039753.1.1	100616264
824	NM_014772.2	protein_coding	5	0	0		9811
824	NM_001142397.1	protein_coding	6	0	0		9811
824	ENSESTT00000080487	protein_coding	5	0	0		ENSESTG00000031865
824	ENSESTT00000080508	protein_coding	6	0	0		ENSESTG00000031865
824	ENSESTT00000080516	protein_coding	6	0	0		ENSESTG00000031865
824	XM_005258392.1	protein_coding	6	0	0		9811
824	ENSESTT00000080527	protein_coding	5	0	0		ENSESTG00000031865
824	ENSESTT00000080533	protein_coding	5	0	0		ENSESTG00000031865
824	CCDS11935.1	protein_coding	4	0	0		CCDS11935.1
824	CCDS45864.1	protein_coding	4	0	0		CCDS45864.1
824	NR_039897.2	misc_RNA	0	1	0	NR_039897.2.1	100616366
825	XM_005258289.1	protein_coding	16	0	0		54808
825	XM_005258291.1	protein_coding	11	0	0		54808
825	XM_005258288.1	protein_coding	17	0	0		54808
825	NM_017653.3	protein_coding	16	0	0		54808
825	ENSESTT00000000776	protein_coding	16	0	0		ENSESTG00000000305
825	ENSESTT00000000786	protein_coding	16	0	0		ENSESTG00000000305
825	ENSESTT00000000788	protein_coding	13	0	0		ENSESTG00000000305
825	ENSESTT00000000789	protein_coding	15	0	0		ENSESTG00000000305
825	ENSESTT00000000795	protein_coding	11	0	0		ENSESTG00000000305
825	CCDS11937.1	protein_coding	15	0	0		CCDS11937.1
825	NR_039898.1	misc_RNA	0	1	0	NR_039898.1.1	100616420
826	ENSESTT00000000553	protein_coding	0	1	0	ENSESTE00000001875	ENSESTG00000000224
826	NR_031720.1	misc_RNA	0	1	0	NR_031720.1.1	100302257
827	NM_001080467.2	protein_coding	1	0	0		4645
827	XM_005258276.1	protein_coding	1	0	0		4645
827	CCDS42436.1	protein_coding	1	0	0		CCDS42436.1
827	ENSESTT00000001505	protein_coding	1	0	0		ENSESTG00000000633
827	ENSESTT00000001384	protein_coding	4	0	0		ENSESTG00000000579
827	NR_036204.1	misc_RNA	0	1	0	NR_036204.1.1	100422865
828	NM_005215.3	protein_coding	12	0	0		1630
828	XM_005258204.1	protein_coding	12	0	0		1630
828	CCDS11952.1	protein_coding	12	0	0		CCDS11952.1
828	ENSESTT00000023369	protein_coding	6	0	0		ENSESTG00000009325
829	NR_039754.1	misc_RNA	0	1	0	NR_039754.1.1	100616290
830	NR_029667.1	misc_RNA	0	1	0	NR_029667.1.1	406906
831	NR_039899.1	misc_RNA	0	1	0	NR_039899.1.1	100616357
832	NR_049809.1	misc_RNA	0	1	0	NR_049809.1.1	100847002
833	NM_001201465.1	protein_coding	4	0	0		81832
833	XM_005266776.1	protein_coding	4	0	0		81832
833	XM_005266774.1	protein_coding	4	0	0		81832
833	NM_138966.3	protein_coding	4	0	0		81832
833	XM_005266773.1	protein_coding	4	0	0		81832
833	XM_005266775.1	protein_coding	4	0	0		81832
833	CCDS12000.1	protein_coding	4	0	0		CCDS12000.1
833	NM_138999.1	protein_coding	4	0	0		81832
833	CCDS42444.1	protein_coding	4	0	0		CCDS42444.1
833	NR_049858.1	misc_RNA	0	1	0	NR_049858.1.1	100847083
834	NR_036268.1	misc_RNA	0	1	0	NR_036268.1.1	100422919
835	NM_002819.4	protein_coding	7	0	0		5725
835	NM_031991.3	protein_coding	7	0	0		5725
835	NM_031990.3	protein_coding	7	0	0		5725
835	ENSESTT00000061093	protein_coding	7	0	0		ENSESTG00000024088
835	ENSESTT00000061101	protein_coding	7	0	0		ENSESTG00000024088
835	CCDS42456.1	protein_coding	7	0	0		CCDS42456.1
835	CCDS45892.1	protein_coding	7	0	0		CCDS45892.1
835	CCDS32859.1	protein_coding	7	0	0		CCDS32859.1
835	ENSESTT00000061119	protein_coding	7	0	0		ENSESTG00000024088
835	ENSESTT00000061127	protein_coding	7	0	0		ENSESTG00000024088
835	XM_005259598.1	protein_coding	7	0	0		5725
835	XM_005259597.1	protein_coding	7	0	0		5725
835	ENSESTT00000061139	protein_coding	7	0	0		ENSESTG00000024088
835	ENSESTT00000061148	protein_coding	7	0	0		ENSESTG00000024088
835	NR_039900.2	misc_RNA	0	1	0	NR_039900.2.1	100616459
836	NR_036154.1	misc_RNA	0	1	0	NR_036154.1.1	100422854
837	NM_020695.3	protein_coding	15	15	0	NM_020695.3.15	57455
837	XM_005259599.1	protein_coding	0	15	0	XM_005259599.1.15	57455
837	CCDS32866.1	protein_coding	15	15	0	CCDS32866.12	CCDS32866.1
837	NR_031730.1	misc_RNA	0	1	0	NR_031730.1.1	100302210
838	ENSESTT00000037072	protein_coding	4	0	0		ENSESTG00000014792
838	XM_005259591.1	protein_coding	4	0	0		55111
838	XM_005259590.1	protein_coding	5	0	0		55111
838	NM_018049.1	protein_coding	4	0	0		55111
838	CCDS12083.1	protein_coding	4	0	0		CCDS12083.1
838	NR_031596.1	misc_RNA	0	1	0	NR_031596.1.1	100302283
839	ENSESTT00000037072	protein_coding	2	2	0	ENSESTE00000124474	ENSESTG00000014792
839	XM_005259591.1	protein_coding	2	2	0	XM_005259591.1.2	55111
839	XM_005259590.1	protein_coding	3	3	0	NM_018049.1.2	55111
839	NM_018049.1	protein_coding	2	2	0	NM_018049.1.2	55111
839	CCDS12083.1	protein_coding	2	2	0	CCDS12083.15	CCDS12083.1
840	NM_000479.3	protein_coding	2	3	0	NM_000479.3.3	268
840	XM_005259537.1	protein_coding	1	2	0	NM_000479.3.3	268
840	ENSESTT00000034903	protein_coding	1	2	0	ENSESTE00000117230	ENSESTG00000013968
840	ENSESTT00000034916	protein_coding	2	3	0	ENSESTE00000117261	ENSESTG00000013968
840	CCDS12085.1	protein_coding	2	3	0	CCDS12085.13	CCDS12085.1
840	ENSESTT00000034919	protein_coding	0	1	0	ENSESTE00000117275	ENSESTG00000013968
840	NR_036207.1	misc_RNA	0	1	0	NR_036207.1.1	100423031
841	NM_032737.3	protein_coding	5	0	0		84823
841	ENSESTT00000036755	protein_coding	4	0	0		ENSESTG00000014684
841	ENSESTT00000036763	protein_coding	3	0	0		ENSESTG00000014684
841	CCDS12090.2	protein_coding	5	0	0		CCDS12090.2
841	ENSESTT00000036783	protein_coding	5	0	0		ENSESTG00000014684
843	XM_005259508.1	protein_coding	6	0	0		1613
843	XM_005259509.1	protein_coding	6	0	0		1613
843	NM_001348.1	protein_coding	5	0	0		1613
843	ENSESTT00000036204	protein_coding	6	0	0		ENSESTG00000014460
843	ENSESTT00000036222	protein_coding	6	0	0		ENSESTG00000014460
843	ENSESTT00000036235	protein_coding	6	0	0		ENSESTG00000014460
843	CCDS12116.1	protein_coding	5	0	0		CCDS12116.1
843	ENSESTT00000036214	protein_coding	6	0	0		ENSESTG00000014460
843	ENSESTT00000036226	protein_coding	6	0	0		ENSESTG00000014460
843	ENSESTT00000036238	protein_coding	6	0	0		ENSESTG00000014460
843	NR_030367.1	misc_RNA	0	1	0	NR_030367.1.1	693222
844	NR_039901.1	misc_RNA	0	1	0	NR_039901.1.1	100616371
845	NR_027148.1	misc_RNA	2	0	0		284424
845	ENSESTT00000035125	protein_coding	2	0	0		ENSESTG00000014051
845	ENSESTT00000035126	protein_coding	1	0	0		ENSESTG00000014051
845	NR_029607.1	misc_RNA	0	1	0	NR_029607.1.1	407045
846	NM_001048201.1	protein_coding	4	0	0		29128
846	NM_013282.3	protein_coding	3	0	0		29128
846	ENSESTT00000013673	protein_coding	2	0	0		ENSESTG00000005375
846	NR_039902.1	misc_RNA	0	1	0	NR_039902.1.1	100616337
847	NM_002096.2	protein_coding	3	0	0		2962
847	CCDS12165.1	protein_coding	3	0	0		CCDS12165.1
847	ENSESTT00000067332	protein_coding	4	0	0		ENSESTG00000026676
847	ENSESTT00000067355	protein_coding	1	0	0		ENSESTG00000026676
847	ENSESTT00000067348	protein_coding	2	0	0		ENSESTG00000026676
848	NM_002096.2	protein_coding	1	0	0		2962
848	CCDS12165.1	protein_coding	1	0	0		CCDS12165.1
848	ENSESTT00000067332	protein_coding	2	0	0		ENSESTG00000026676
849	XM_005259668.1	protein_coding	14	14	0	XM_005259668.1.14	8570
849	NM_003685.2	protein_coding	14	14	0	XM_005259668.1.14	8570
849	CCDS45936.1	protein_coding	14	14	0	CCDS45936.17	CCDS45936.1
849	NR_037505.1	misc_RNA	0	1	0	NR_037505.1.1	100500888
850	NM_001080452.1	protein_coding	1	0	0		56927
850	CCDS42479.1	protein_coding	1	0	0		CCDS42479.1
851	XM_005272491.1	protein_coding	16	0	0		57662
851	NM_001080429.2	protein_coding	17	0	0		57662
851	NM_020902.1	protein_coding	15	0	0		57662
851	CCDS45947.1	protein_coding	17	0	0		CCDS45947.1
851	CCDS42489.1	protein_coding	15	0	0		CCDS42489.1
851	ENSESTT00000078328	protein_coding	5	0	0		ENSESTG00000031096
851	ENSESTT00000078343	protein_coding	2	0	0		ENSESTG00000031096
852	NR_038237.1	misc_RNA	1	0	0		100507567
852	NR_049795.1	misc_RNA	0	1	0	NR_049795.1.1	100847049
853	NR_049855.1	misc_RNA	0	1	0	NR_049855.1.1	100847093
854	NR_036206.1	misc_RNA	0	1	0	NR_036206.1.1	100422925
855	NM_007065.3	protein_coding	0	1	0	NM_007065.3.1	11140
855	ENSESTT00000004780	protein_coding	0	1	1	ENSESTE00000016004	ENSESTG00000001919
855	CCDS12237.1	protein_coding	0	1	1	CCDS12237.18	CCDS12237.1
855	NR_031592.1	misc_RNA	0	1	0	NR_031592.1.1	100302213
856	NM_001281504.1	protein_coding	8	0	0		84971
856	NR_104025.1	misc_RNA	7	0	0		84971
856	NR_104024.1	misc_RNA	8	0	0		84971
856	NM_032885.5	protein_coding	8	0	0		84971
856	CCDS12241.1	protein_coding	8	0	0		CCDS12241.1
856	ENSESTT00000002589	protein_coding	4	0	0		ENSESTG00000001076
856	NR_031603.1	misc_RNA	0	1	0	NR_031603.1.1	100302226
857	NM_001005362.2	protein_coding	1	0	0		1785
857	NM_001005361.2	protein_coding	1	0	0		1785
857	NM_001190716.1	protein_coding	1	0	0		1785
857	NM_001005360.2	protein_coding	1	0	0		1785
857	NM_004945.3	protein_coding	1	0	0		1785
857	XM_005259808.1	protein_coding	1	0	0		1785
857	XM_005259807.1	protein_coding	1	0	0		1785
857	XM_005259804.1	protein_coding	1	0	0		1785
857	XM_005259806.1	protein_coding	1	0	0		1785
857	XM_005259803.1	protein_coding	1	0	0		1785
857	XM_005259810.1	protein_coding	1	0	0		1785
857	XM_005259805.1	protein_coding	1	0	0		1785
857	XM_005259809.1	protein_coding	1	0	0		1785
857	ENSESTT00000004040	protein_coding	1	0	0		ENSESTG00000001665
857	ENSESTT00000004102	protein_coding	1	0	0		ENSESTG00000001665
857	CCDS45968.1	protein_coding	1	0	0		CCDS45968.1
857	CCDS59351.1	protein_coding	1	0	0		CCDS59351.1
857	CCDS32907.1	protein_coding	1	0	0		CCDS32907.1
857	CCDS45969.1	protein_coding	1	0	0		CCDS45969.1
857	CCDS32908.1	protein_coding	1	0	0		CCDS32908.1
857	NR_030368.1	misc_RNA	0	1	0	NR_030368.1.1	693223
858	NM_001005362.2	protein_coding	5	0	0		1785
858	NM_001005361.2	protein_coding	5	0	0		1785
858	NM_001190716.1	protein_coding	5	0	0		1785
858	NM_001005360.2	protein_coding	5	0	0		1785
858	NM_004945.3	protein_coding	5	0	0		1785
858	XM_005259808.1	protein_coding	5	0	0		1785
858	XM_005259807.1	protein_coding	5	0	0		1785
858	XM_005259804.1	protein_coding	5	0	0		1785
858	XM_005259806.1	protein_coding	5	0	0		1785
858	XM_005259803.1	protein_coding	5	0	0		1785
858	XM_005259810.1	protein_coding	5	0	0		1785
858	XM_005259805.1	protein_coding	5	0	0		1785
858	XM_005259809.1	protein_coding	5	0	0		1785
858	ENSESTT00000004040	protein_coding	1	0	0		ENSESTG00000001665
858	ENSESTT00000004102	protein_coding	5	0	0		ENSESTG00000001665
858	CCDS45968.1	protein_coding	5	0	0		CCDS45968.1
858	CCDS59351.1	protein_coding	5	0	0		CCDS59351.1
858	CCDS32907.1	protein_coding	5	0	0		CCDS32907.1
858	CCDS45969.1	protein_coding	5	0	0		CCDS45969.1
858	CCDS32908.1	protein_coding	5	0	0		CCDS32908.1
858	ENSESTT00000005832	protein_coding	5	0	0		ENSESTG00000002278
858	ENSESTT00000005834	protein_coding	5	0	0		ENSESTG00000002278
858	ENSESTT00000005841	protein_coding	5	0	0		ENSESTG00000002278
858	ENSESTT00000005846	protein_coding	4	0	0		ENSESTG00000002278
858	ENSESTT00000005847	protein_coding	4	0	0		ENSESTG00000002278
858	ENSESTT00000005849	protein_coding	4	0	0		ENSESTG00000002278
858	ENSESTT00000005854	protein_coding	4	0	0		ENSESTG00000002278
858	ENSESTT00000005856	protein_coding	4	0	0		ENSESTG00000002278
858	ENSESTT00000005860	protein_coding	4	0	0		ENSESTG00000002278
858	NR_039903.1	misc_RNA	0	1	0	NR_039903.1.1	100616425
859	NR_029586.1	misc_RNA	0	1	0	NR_029586.1.1	406976
860	NM_001005362.2	protein_coding	17	0	0		1785
860	NM_001005361.2	protein_coding	18	0	0		1785
860	NM_001190716.1	protein_coding	18	0	0		1785
860	NM_001005360.2	protein_coding	18	0	0		1785
860	NM_004945.3	protein_coding	17	0	0		1785
860	XM_005259808.1	protein_coding	18	0	0		1785
860	XM_005259807.1	protein_coding	19	0	0		1785
860	XM_005259804.1	protein_coding	19	0	0		1785
860	XM_005259806.1	protein_coding	18	0	0		1785
860	XM_005259803.1	protein_coding	19	0	0		1785
860	XM_005259810.1	protein_coding	18	0	0		1785
860	XM_005259805.1	protein_coding	19	0	0		1785
860	XM_005259809.1	protein_coding	17	0	0		1785
860	CCDS45968.1	protein_coding	18	0	0		CCDS45968.1
860	CCDS59351.1	protein_coding	18	0	0		CCDS59351.1
860	CCDS32907.1	protein_coding	17	0	0		CCDS32907.1
860	CCDS45969.1	protein_coding	18	0	0		CCDS45969.1
860	CCDS32908.1	protein_coding	17	0	0		CCDS32908.1
860	ENSESTT00000005832	protein_coding	17	0	0		ENSESTG00000002278
860	ENSESTT00000005834	protein_coding	8	0	0		ENSESTG00000002278
860	ENSESTT00000005841	protein_coding	17	0	0		ENSESTG00000002278
860	ENSESTT00000005846	protein_coding	16	0	0		ENSESTG00000002278
860	ENSESTT00000005847	protein_coding	7	0	0		ENSESTG00000002278
860	ENSESTT00000005849	protein_coding	16	0	0		ENSESTG00000002278
860	ENSESTT00000005854	protein_coding	16	0	0		ENSESTG00000002278
860	ENSESTT00000005856	protein_coding	7	0	0		ENSESTG00000002278
860	ENSESTT00000005860	protein_coding	16	0	0		ENSESTG00000002278
860	ENSESTT00000005865	protein_coding	13	0	0		ENSESTG00000002278
860	ENSESTT00000005868	protein_coding	4	0	0		ENSESTG00000002278
860	ENSESTT00000005870	protein_coding	13	0	0		ENSESTG00000002278
861	XM_005259909.1	protein_coding	8	0	0		3949
861	NM_001195798.1	protein_coding	9	0	0		3949
861	NM_001195800.1	protein_coding	7	0	0		3949
861	NM_001195799.1	protein_coding	8	0	0		3949
861	NM_000527.4	protein_coding	9	0	0		3949
861	NM_001195803.1	protein_coding	8	0	0		3949
861	ENSESTT00000006577	protein_coding	9	0	0		ENSESTG00000002618
861	CCDS56085.1	protein_coding	8	0	0		CCDS56085.1
861	CCDS12254.1	protein_coding	9	0	0		CCDS12254.1
861	CCDS58651.1	protein_coding	9	0	0		CCDS58651.1
861	CCDS56083.1	protein_coding	8	0	0		CCDS56083.1
861	CCDS56084.1	protein_coding	7	0	0		CCDS56084.1
862	NM_138783.3	protein_coding	3	0	0		115950
862	XM_005259727.1	protein_coding	3	0	0		115950
862	XM_005259726.1	protein_coding	3	0	0		115950
862	CCDS12261.1	protein_coding	3	0	0		CCDS12261.1
862	ENSESTT00000007293	protein_coding	3	0	0		ENSESTG00000002928
863	NR_049864.1	misc_RNA	0	1	0	NR_049864.1.1	100847071
864	NM_014975.2	protein_coding	9	0	0		22983
864	XM_005259820.1	protein_coding	8	0	0		22983
864	CCDS32921.1	protein_coding	9	0	0		CCDS32921.1
864	ENSESTT00000062382	protein_coding	3	0	0		ENSESTG00000024611
864	ENSESTT00000062405	protein_coding	3	0	0		ENSESTG00000024611
864	ENSESTT00000062419	protein_coding	1	0	0		ENSESTG00000024611
865	NR_049880.1	misc_RNA	0	1	0	NR_049880.1.1	100847016
866	NM_004343.3	protein_coding	5	0	0		811
866	ENSESTT00000063119	protein_coding	5	0	0		ENSESTG00000024900
866	CCDS12288.1	protein_coding	5	0	0		CCDS12288.1
867	NR_036515.1	misc_RNA	0	1	1	NR_036515.1.1	284454
867	NR_029497.1	misc_RNA	0	1	0	NR_029497.1.1	407013
868	NR_029501.1	misc_RNA	0	1	0	NR_029501.1.1	407018
869	NR_029495.1	misc_RNA	0	1	0	NR_029495.1.1	407010
870	ENSESTT00000051209	protein_coding	1	0	0		ENSESTG00000020424
870	ENSESTT00000051228	protein_coding	1	0	0		ENSESTG00000020424
870	NR_029613.1	misc_RNA	0	1	0	NR_029613.1.1	406957
871	ENSESTT00000051209	protein_coding	1	0	0		ENSESTG00000020424
871	ENSESTT00000051228	protein_coding	1	0	0		ENSESTG00000020424
871	NR_030179.1	misc_RNA	0	1	0	NR_030179.1.1	574457
872	NR_024282.1	misc_RNA	0	1	0	NR_024282.1.1	113230
873	ENSESTT00000053999	protein_coding	1	0	0		ENSESTG00000021520
873	NR_030369.1	misc_RNA	0	1	0	NR_030369.1.1	693224
873	NR_038103.1	misc_RNA	0	1	1	NR_038103.1.1	9524
873	NM_138501.5	protein_coding	0	1	1	NM_138501.5.1	9524
873	NR_038104.1	misc_RNA	0	1	1	NR_038103.1.1	9524
873	ENSESTT00000054102	protein_coding	0	1	1	ENSESTE00000182629	ENSESTG00000021520
873	ENSESTT00000054133	protein_coding	0	1	1	ENSESTE00000183023	ENSESTG00000021520
874	NM_000435.2	protein_coding	21	0	0		4854
874	XM_005259924.1	protein_coding	20	0	0		4854
874	CCDS12326.1	protein_coding	21	0	0		CCDS12326.1
875	NR_031716.1	misc_RNA	0	1	0	NR_031716.1.1	100302127
876	NR_036155.1	misc_RNA	0	1	0	NR_036155.1.1	100422833
877	ENSESTT00000024685	protein_coding	2	0	0		ENSESTG00000009856
877	NM_004864.2	protein_coding	1	0	0		9518
877	CCDS12376.1	protein_coding	1	0	0		CCDS12376.1
877	NR_036156.1	misc_RNA	0	1	0	NR_036156.1.1	100422943
878	NM_017660.3	protein_coding	1	0	0		54815
878	XM_005259958.1	protein_coding	1	0	0		54815
878	XM_005259957.1	protein_coding	1	0	0		54815
878	XM_005259961.1	protein_coding	1	0	0		54815
878	ENSESTT00000000652	protein_coding	1	0	0		ENSESTG00000000254
878	XM_005259959.1	protein_coding	1	0	0		54815
878	ENSESTT00000000653	protein_coding	1	0	0		ENSESTG00000000254
878	XM_005259956.1	protein_coding	1	0	0		54815
878	XM_005259955.1	protein_coding	1	0	0		54815
878	XM_005259954.1	protein_coding	1	0	0		54815
878	NR_030370.1	misc_RNA	0	1	0	NR_030370.1.1	693225
879	ENSESTT00000043773	protein_coding	2	0	0		ENSESTG00000017397
879	NR_036053.1	misc_RNA	0	1	0	NR_036053.1.1	100302179
880	ENSESTT00000043773	protein_coding	1	0	0		ENSESTG00000017397
880	NR_036455.1	pseudogene	2	0	0		664701
880	NR_036264.1	misc_RNA	0	1	0	NR_036264.1.1	100423024
881	ENSESTT00000026565	protein_coding	6	0	0		ENSESTG00000010595
881	NM_001136007.1	protein_coding	7	0	0		5349
881	NM_001136012.1	protein_coding	5	0	0		5349
881	NM_001136011.1	protein_coding	6	0	0		5349
881	NM_021910.2	protein_coding	6	0	0		5349
881	NM_005971.3	protein_coding	5	0	0		5349
881	NM_001136008.1	protein_coding	5	0	0		5349
881	ENSESTT00000026573	protein_coding	6	0	0		ENSESTG00000010595
881	XM_005258992.1	protein_coding	5	0	0		5349
881	XM_005258995.1	protein_coding	4	0	0		5349
881	XM_005258994.1	protein_coding	5	0	0		5349
881	XM_005258997.1	protein_coding	4	0	0		5349
881	XM_005258993.1	protein_coding	5	0	0		5349
881	CCDS46048.1	protein_coding	5	0	0		CCDS46048.1
881	ENSESTT00000026574	protein_coding	0	6	0	ENSESTE00000088586	ENSESTG00000010595
881	XM_005258996.1	protein_coding	4	0	0		5349
881	CCDS12442.1	protein_coding	3	0	0		CCDS12442.1
881	CCDS12443.1	protein_coding	3	0	0		CCDS12443.1
881	CCDS46049.1	protein_coding	3	0	0		CCDS46049.1
882	NM_001278417.1	protein_coding	10	11	0	NM_001185099.1.11	933
882	NM_001185099.1	protein_coding	10	11	0	NM_001185099.1.11	933
882	NM_001771.3	protein_coding	11	12	0	NM_001185099.1.11	933
882	NM_001185101.1	protein_coding	9	10	0	NM_001185099.1.11	933
882	NM_001185100.1	protein_coding	11	0	0		933
882	ENSESTT00000027097	protein_coding	12	13	0	ENSESTE00000090468	ENSESTG00000010793
882	ENSESTT00000027103	protein_coding	12	13	0	ENSESTE00000090468	ENSESTG00000010793
882	XM_005259419.1	protein_coding	11	12	0	NM_001185099.1.11	933
882	XM_005259421.1	protein_coding	8	9	0	NM_001185099.1.11	933
882	XM_005259420.1	protein_coding	11	12	0	NM_001185099.1.11	933
882	XM_005259418.1	protein_coding	11	12	0	NM_001185099.1.11	933
882	XM_005259422.1	protein_coding	8	9	0	NM_001185099.1.11	933
882	CCDS12457.1	protein_coding	10	11	0	CCDS12457.111	CCDS12457.1
